id,line_itemable_id,line_itemable_type,description,long_description,quantity,rate,unit,item_order,discount,type
249,42,estimate,"Registro Público","Cargos de primera tasa única",1.00,300.00,,2,0.00,NULL
250,53,invoice,"[Gasto] Notaria",,1.00,15.00,,1,0.00,NULL
251,53,invoice,"[Gasto] Notaria",,1.00,10.00,,2,0.00,NULL
252,43,estimate,"ELABORACIÓN DE CONTRATO DE PROMESA DE COMPRAVENTA","Preparación de Documentación para la suscripción de una promesa entre la Sra. Tania Wined Carrillo Rigueros y la sociedad Atlas Developers, Inc., sobre la finca No. 61527",1.00,250.00,,1,0.00,NULL
253,54,invoice,"ELABORACIÓN DE CONTRATO DE PROMESA DE COMPRAVENTA","Preparación de Documentación para la suscripción de una promesa entre la Sra. Tania Wined Carrillo Rigueros y la sociedad Atlas Developers, Inc., sobre la finca No. 61527",1.00,250.00,,1,0.00,NULL
254,55,invoice,"Franqueo de Escritura Pública No. 15063 del 27/09/2019",,1.00,24.00,,1,0.00,NULL
255,55,invoice,"Derecho de Registro de Tochoyos Foundation",,1.00,65.00,,2,0.00,NULL
256,55,invoice,"GASTOS ADMINISTRATIVOS",,1.00,12.00,,3,0.00,NULL
257,55,invoice,"Cierre de Escritura Pública No. 15063 del 27/09/2019",,1.00,12.00,,4,0.00,NULL
258,55,invoice,"Honorarios de Agente Residente de TOCHOYOS FOUNDATION",,1.00,250.00,,5,0.00,NULL
259,56,invoice,"Gastos notariales, autenticación de poder para DGI.",,1.00,6.00,,1,0.00,NULL
260,56,invoice,"Gastos administrativos",,1.00,8.00,,2,0.00,NULL
261,56,invoice,"Honorarios por registro de correo bajo RUC del Sr. Jorge Tovar ante la DGI",,1.00,50.00,,3,0.00,NULL
262,57,invoice,"Pago final en Migración en concepto de derecho de foto de la Sra. Gongora",,1.00,50.00,,1,0.00,NULL
263,57,invoice,"Honorarios por Solicitud de Visa de Doméstica en calidad de Extranjera de la Sra. Ruby Gongora",,1.00,500.00,,2,0.00,NULL
264,57,invoice,"Compra de certificado de salud de la Sra. Ruby Gongora",,1.00,18.00,,3,0.00,NULL
265,57,invoice,"Gastos Notariales incurridos en solicitud de Visa de Doméstica en calidad de extrajera de la Sra. Ruby Gongora",,1.00,75.00,,4,0.00,NULL
266,57,invoice,"Trámite de Autenticación de cédula de Sr. Jorge Tovar ante Tribunal Electoral",,1.00,15.00,,5,0.00,NULL
267,57,invoice,"Pago en Consulado de Colombia por Apostilla de Antecedentes Penales  de la Sra. Ruby Gongora",,1.00,18.00,,6,0.00,NULL
268,57,invoice,"Gastos administrativos incurridos en la solicitud de Visa de Doméstica de la Sra. Ruby Góngora",,1.00,56.00,,7,0.00,NULL
269,58,invoice,"Gastos Notariales incurridos para solicitud de Paz y Salvo de Doméstica en calidad de extranjera ante la DGI",,1.00,12.00,,1,0.00,NULL
270,58,invoice,"Gastos Administrativos",,1.00,15.00,,2,0.00,NULL
271,58,invoice,"Honorarios por obtención  de Paz y Salvo de Doméstica en calidad de extranjera ante la DGI, de la Sra. Ruby Gongora.",,1.00,150.00,,3,0.00,NULL
278,44,estimate,"Constitución de Fundación de Interés Privado (Sin consejo del despacho) ","Incluye pago de la primera tasa, Gastos Notariales y Derecho de Registro",1.00,1300.00,,1,0.00,NULL
279,44,estimate,"Constitución de Fundación de Interés Privado (Consejo suministrado por el Despacho) ","Incluye pago de la primera tasa, Gastos Notariales y Derecho de Registro",1.00,1500.00,,2,0.00,NULL
281,45,estimate,"Revisión de Contrato de Compraventa
Finca Folio Real No. 96237","Vendedor Marco Orlandi",1.00,250.00,,1,0.00,NULL
282,59,invoice,"Honorarios Profesionales correspondiente a letra 1/3 (35%)","Proceso Ejecutivo Hipotecario Banco Delta, S.A. vs. Héctor Javier Palacios Quintero",1.00,430.73,,1,0.00,NULL
283,59,invoice,"Registro Público","Certificado de Sociedad Banco Delta, S.A.",1.00,30.00,,2,0.00,NULL
284,59,invoice,"Registro Público","Certificado de Finca No. 11698",1.00,40.00,,3,0.00,NULL
285,59,invoice,"Copias ",,1.00,5.50,,4,0.00,NULL
286,59,invoice,Notaria,"Autenticación de Poder",1.00,6.00,,5,0.00,NULL
288,46,estimate,"Gastos Migración","Derecho de Foto por adquisición de carné",1.00,50.00,,1,0.00,NULL
289,46,estimate,Gastos,"Certificado de Buena Salud",1.00,18.00,,2,0.00,NULL
290,46,estimate,"Gastos Notariales","Autenticación y cotejos varios",1.00,75.00,,3,0.00,NULL
291,46,estimate,Gastos,"Trámite de Autenticación de la cédula del Sr. Carlos Ricardo Henriquez López",1.00,15.00,,4,0.00,NULL
292,46,estimate,"Gastos Administrativos","Copias, pagos a terceros,",1.00,60.00,,5,0.00,NULL
293,47,estimate,"Honorarios Profesionales","Solicitud de paz y salvo de trabajadora dómestica en calidad de extranjera ante la DGI, de María Félix López",1.00,150.00,,1,0.00,NULL
294,47,estimate,"Gastos Administrativos","Copias, pagos a terceros.",1.00,15.00,,2,0.00,NULL
295,47,estimate,"Gastos Notariales","Solicitud de Paz y Salvo de Doméstica en calidad de extranjera ante la DGI.",1.00,12.00,,3,0.00,NULL
297,48,estimate,"Gastos Administrativos","Copias, pagos a terceros, otros.",1.00,15.00,,1,0.00,NULL
299,49,estimate,"Gastos Administrativos","Copias, pagos a terceros",1.00,15.00,,1,0.00,NULL
300,50,estimate,"Public Registry","Change of Resident Agent of the companyvLUX TECHNOLOGIES GROUP, S.A.",1.00,350.00,,1,0.00,NULL
301,50,estimate,"Public Registry","Costs and expenses for changing name",1.00,65.00,,2,0.00,NULL
302,50,estimate,Notary,,1.00,35.00,,3,0.00,NULL
303,50,estimate,"Resident Agent","Anual Fee 2019-2020, for the company LUX TECHNOLOGIES GROUP, S.A.",1.00,250.00,,4,0.00,NULL
304,50,estimate,"Tax Payment","Anual Fee to the government",1.00,300.00,,5,0.00,NULL
305,50,estimate,"Bank Fees",,1.00,50.00,,6,0.00,NULL
306,50,estimate,"Due Diligence Form","Due Diligence 2019-2020",1.00,50.00,,7,0.00,NULL
307,51,estimate,"Honorarios por constitución de ARIMA PANAMÁ, S.A.",,1.00,650.00,,1,0.00,NULL
308,51,estimate,"Gasto por trámite de Aviso de Operación.",,1.00,150.00,,2,0.00,NULL
309,51,estimate,"Gasto por inscripción de empresa en Panamá Compra",,1.00,100.00,,3,0.00,NULL
310,51,estimate,"Gasto por pago de Derecho de Registro de ARIMA PANAMÁ, S.A.",,1.00,60.00,,4,0.00,NULL
311,51,estimate,"Gastos Notariales  y Franqueo de Escritura",,1.00,90.00,,5,0.00,NULL
312,51,estimate,"Pago de Primera Tasa única de ARIMA PANAMÁ, S.A.",,1.00,300.00,,6,0.00,NULL
313,51,estimate,"Gastos Administrativos",,1.00,10.50,,7,0.00,NULL
314,51,estimate,"Gastos bancarios",,1.00,49.50,,8,0.00,NULL
315,42,estimate,"Registro Público","Derecho de registro",1.00,60.00,,3,0.00,NULL
316,42,estimate,Notaria,"Gastos notariales y franqueo de escritura",1.00,90.00,,4,0.00,NULL
317,42,estimate,"Incorporación de Sociedad","Honorarios Legales",1.00,425.00,,1,0.00,NULL
318,42,estimate,Copias,,1.00,3.50,,5,0.00,NULL
319,42,estimate,"Gastos Bancarios",,1.00,40.00,,6,0.00,NULL
320,60,invoice,"Incorporación de Sociedad","Honorarios Legales",1.00,400.00,,1,0.00,NULL
321,60,invoice,"Registro Público","Cargos de primera tasa única",1.00,300.00,,2,0.00,NULL
322,60,invoice,"Registro Público","Derecho de registro",1.00,60.00,,3,0.00,NULL
323,60,invoice,Notaria,"Gastos notariales y franqueo de escritura",1.00,90.00,,4,0.00,NULL
325,60,invoice,"Gastos Bancarios",,1.00,40.00,,5,0.00,NULL
326,61,invoice,"Honorarios por constitución de ARIMA PANAMÁ, S.A.",,1.00,650.00,,1,0.00,NULL
327,61,invoice,"Gasto por trámite de Aviso de Operación.",,1.00,150.00,,2,0.00,NULL
328,61,invoice,"Gasto por inscripción de empresa en Panamá Compra",,1.00,100.00,,3,0.00,NULL
329,61,invoice,"Gasto por pago de Derecho de Registro de ARIMA PANAMÁ, S.A.",,1.00,60.00,,4,0.00,NULL
330,61,invoice,"Gastos Notariales  y Franqueo de Escritura",,1.00,90.00,,5,0.00,NULL
331,61,invoice,"Pago de Primera Tasa única de ARIMA PANAMÁ, S.A.",,1.00,300.00,,6,0.00,NULL
332,61,invoice,"Gastos Administrativos",,1.00,10.50,,7,0.00,NULL
333,61,invoice,"Gastos bancarios",,1.00,49.50,,8,0.00,NULL
344,62,invoice,"Honorarios profesionales ","Investigación, comunicación y revisión de documentos que guardan relación con Darg, S.A. y Pixeles Films, S.A.",1.00,250.00,,1,0.00,NULL
345,63,invoice,"Honorarios Legales","Gestión de cobro al Sr. Lervi Regino Vilorio y Lervi Comercial",1.00,702.00,,1,0.00,NULL
346,63,invoice,"Cargo Bancario",,1.00,50.00,,2,0.00,NULL
349,52,estimate,"Honorarios por Revisión y Adecuación de Poder FFG LLC para MERCORICA",,1.00,75.00,,1,0.00,NULL
350,52,estimate,"Honorarios por Autenticación de Poder / Apostilla","Trámite ante Notaria y Ministerio de Gobierno",1.00,50.00,,2,0.00,NULL
351,52,estimate,"Gastos por Autenticación, Legalización y franqueo del poder",,1.00,25.00,,3,0.00,NULL
352,53,estimate,"Honorarios por Constitucion",,1.00,450.00,,1,0.00,NULL
353,53,estimate,"Pago de primera tasa unica",,1.00,350.00,,2,0.00,NULL
354,53,estimate,"Derechos de Inscripcioón",,1.00,60.00,,3,0.00,NULL
355,53,estimate,Timbres,,1.00,48.00,,4,0.00,NULL
356,53,estimate,"Gastos Notariales",,1.00,77.00,,5,0.00,NULL
357,53,estimate,"Gastos Administrativos",,1.00,15.00,,6,0.00,NULL
358,54,estimate,"Registro de Marcas","Honorarios Profesionales por tramitación de registro de marcas ante la Dirección General del Registro de la Propiedad Industrial",1.00,190.00,,1,0.00,NULL
359,54,estimate,"Gastos Registro de Marca","Pago de Derechos de Registro ",1.00,200.00,,2,0.00,NULL
360,55,estimate,"Copias ",,1.00,5.50,,1,0.00,NULL
361,55,estimate,Notaria,"Gasto por Autenticación de Documentos",1.00,6.00,,2,0.00,NULL
362,55,estimate,"Registro Público","Certificado de Registro Público de la sociedad Banco Delta, S.A.",1.00,30.00,,3,0.00,NULL
363,55,estimate,"Registro Público","Certificado de Registro Público de la sociedad FOMENTO, MONTAJE Y CONSTRUCCIONES CIVILES, LTDA.",1.00,30.00,,4,0.00,NULL
364,55,estimate,"Honorarios Legales - Proceso Ejecutivo Simple ","BANCO DELTA, S.A. vs. FOMENTO, MONTAJE Y CONSTRUCCIONES CIVILES, LTDA.",1.00,12175.08,,5,0.00,NULL
365,56,estimate,"Copias ",,1.00,5.50,,1,0.00,NULL
366,56,estimate,Notaria,"Gasto por Autenticación de Documentos",1.00,6.00,,2,0.00,NULL
367,56,estimate,"Registro Público","Certificado de Banco Delta, S.A.",1.00,30.00,,3,0.00,NULL
368,56,estimate,"Registro Público","Certificado de CONSORCIO DAVID",1.00,30.00,,4,0.00,NULL
369,56,estimate,"Honorarios Profesionales","Proceso Ejecutivo Simple Banco Delta, S.A. vs. JUAN CARLOS MARIN y CONSORCIO DAVID",1.00,1914.59,,5,0.00,NULL
372,64,invoice,"Gastos Administrativos","Copias, pagos a terceros",1.00,15.00,,1,0.00,NULL
373,65,invoice,"Gastos Administrativos","Copias, pagos a terceros, otros.",1.00,15.00,,1,0.00,NULL
374,66,invoice,"Gastos Migración","Derecho de Foto por adquisición de carné",1.00,50.00,,1,0.00,NULL
375,66,invoice,Gastos,"Certificado de Buena Salud",1.00,18.00,,2,0.00,NULL
376,66,invoice,"Gastos Notariales","Autenticación y cotejos varios",1.00,75.00,,3,0.00,NULL
377,66,invoice,Gastos,"Trámite de Autenticación de la cédula del Sr. Carlos Ricardo Henriquez López",1.00,15.00,,4,0.00,NULL
378,66,invoice,"Gastos Administrativos","Copias, pagos a terceros,",1.00,60.00,,5,0.00,NULL
379,67,invoice,"Copias ",,1.00,5.50,,1,0.00,NULL
380,67,invoice,Notaria,"Gasto por Autenticación de Documentos",1.00,6.00,,2,0.00,NULL
381,67,invoice,"Registro Público","Certificado de Registro Público de la sociedad Banco Delta, S.A.",1.00,30.00,,3,0.00,NULL
382,67,invoice,"Registro Público","Certificado de Registro Público de la sociedad FOMENTO, MONTAJE Y CONSTRUCCIONES CIVILES, LTDA.",1.00,30.00,,4,0.00,NULL
383,67,invoice,"Honorarios Legales - Proceso Ejecutivo Simple ","BANCO DELTA, S.A. vs. FOMENTO, MONTAJE Y CONSTRUCCIONES CIVILES, LTDA.",1.00,12175.08,,5,0.00,NULL
384,68,invoice,"Copias ",,1.00,5.50,,1,0.00,NULL
385,68,invoice,Notaria,"Gasto por Autenticación de Documentos",1.00,6.00,,2,0.00,NULL
386,68,invoice,"Registro Público","Certificado de Banco Delta, S.A.",1.00,30.00,,3,0.00,NULL
387,68,invoice,"Registro Público","Certificado de CONSORCIO DAVID",1.00,30.00,,4,0.00,NULL
388,68,invoice,"Honorarios Profesionales","Proceso Ejecutivo Simple Banco Delta, S.A. vs. JUAN CARLOS MARIN y CONSORCIO DAVID",1.00,1914.59,,5,0.00,NULL
390,52,estimate,"Courier Costa Rica","Envío de Poder a MERCORICA Costa Rica",1.00,40.00,,4,0.00,NULL
391,57,estimate,"Revisión de Pagaré y Garantía Solidaria de Orsal, Corp.",,1.00,175.00,,1,0.00,NULL
392,58,estimate,"HONORARIOS POR INCORPORACIÓN DE SOCIEDAD",,1.00,440.00,,1,0.00,NULL
393,58,estimate,"PAGO DE TASA ÚNICA INICIAL DE MIRADOR ALLEGRA, S.A. ",,1.00,300.00,,2,0.00,NULL
394,58,estimate,"DERECHO DE REGISTRO DE MIRADOR ALLEGRA, S.A.",,1.00,60.00,,3,0.00,NULL
395,58,estimate,"GASTOS NOTARIALES POR CIERRE DE ESCRITURA",,1.00,37.00,,4,0.00,NULL
396,58,estimate,"FRANQUEO DE ESCRITURA",,1.00,48.00,,5,0.00,NULL
397,58,estimate,"GASTOS ADMINISTRATIVOS",,1.00,15.00,,6,0.00,NULL
398,69,invoice,"HONORARIOS POR INCORPORACIÓN DE SOCIEDAD",,1.00,440.00,,1,0.00,NULL
399,69,invoice,"PAGO DE TASA ÚNICA INICIAL DE MIRADOR ALLEGRA, S.A. ",,1.00,300.00,,2,0.00,NULL
400,69,invoice,"DERECHO DE REGISTRO DE MIRADOR ALLEGRA, S.A.",,1.00,60.00,,3,0.00,NULL
401,69,invoice,"GASTOS NOTARIALES POR CIERRE DE ESCRITURA",,1.00,37.00,,4,0.00,NULL
402,69,invoice,"FRANQUEO DE ESCRITURA",,1.00,48.00,,5,0.00,NULL
403,69,invoice,"GASTOS ADMINISTRATIVOS",,1.00,15.00,,6,0.00,NULL
404,52,estimate,"Gastos Administrativos ",,1.00,10.50,,5,0.00,NULL
405,70,invoice,Gasto,"Levantamiento de Secuestro Caso Banco Delta, S.A. vs. Construcciones y Mantenimiento Camit, S.A.",1.00,125.00,,1,0.00,NULL
406,71,invoice,Gastos,"Certificado de Registro Público Banco Delta, S.A. vs. Corporacion PDL y otros.",1.00,100.00,,1,0.00,NULL
407,72,invoice,Gasto,"Autenticación de Escritura en el Registro Público del proceso BANCO DELTA, S.A. vs. JUAN PABLO GUTIERREZ y otros.",1.00,85.00,,1,0.00,NULL
408,73,invoice,"Registro Público","Pago de Tasa Única Inicial de la sociedad Velo Digital, Inc.",1.00,300.00,,1,0.00,NULL
409,73,invoice,"Registro Público","Derechos de Registro",1.00,60.00,,2,0.00,NULL
410,73,invoice,Notaria,"Gastos Notariales",1.00,14.00,,3,0.00,NULL
411,73,invoice,Timbres,,1.00,40.00,,4,0.00,NULL
412,74,invoice,Gastos,"Pagos a Terceros oficios BANCO DELTA, S.A. vs. MECONTELSA, S.A.",1.00,172.00,,1,0.00,NULL
413,74,invoice,Copias,"Copias de Oficios",1.00,2.41,,2,0.00,NULL
414,75,invoice,"Registro Público","Certificados de Registro Público BANCO DELTA, S.A. vs. JUAN PABLO GUTIERREZ",1.00,100.00,,1,0.00,NULL
415,76,invoice,Gastos,"Certificados de Registro Público Banco Delta, S.A. vs. PIXELES FILMS, S.A., DARG, S.A. y otros",1.00,40.00,,1,0.00,NULL
416,77,invoice,"Registro Público","Certificados de Registro Público BANCO DELTA, S.A. vs. JOSE ELIAS MONTEMAYOR",1.00,70.00,,1,0.00,NULL
419,78,invoice,Gastos,"Víaticos por motivo de viaje a Meteti, caso BANCO DELTA, S.A. vs. DISTRIBUIDORA COMERCIAL METETI, S.A.",1.00,50.00,,1,0.00,NULL
420,78,invoice,Gastos,"Alquiler de vehículo EMPRESA PANAMEÑA DE AUTOMOVILES, S.A., caso  BANCO DELTA, S.A. vs. DISTRIBUIDORA COMERCIAL METETI, S.A.",1.00,97.21,,2,0.00,NULL
421,79,invoice,Gastos,"Víaticos por motivo de viaje a Meteti, caso BANCO DELTA, S.A. vs. DISTRIBUIDORA COMERCIAL METETI, S.A.",1.00,50.00,,1,0.00,NULL
422,79,invoice,Gastos,"Alquiler de vehículo EMPRESA PANAMEÑA DE AUTOMOVILES, S.A., caso BANCO DELTA, S.A. vs. DISTRIBUIDORA COMERCIAL METETI, S.A.",1.00,97.21,,2,0.00,NULL
423,80,invoice,Gastos,"Pago de Expensas de Litis por Defensor de Ausente a la Licda. Ivany Antonia Rentería Aguirre en caso BANCO DELTA, S.A. vs. FUNDACION GUTIS y JUAN PABLO GUTIERREZ",1.00,650.00,,1,0.00,NULL
431,59,estimate,"Honorarios Legales","1. Revisión de contrato de trabajo a término indefinido entre la empresa LEAL COLOMBIA, S.A.S. y GABRIELA LORENA GONZALEZ CAVACCHIOLI <br />  2. Consulta sobre materia laboral en la Repúlica de Panamá<br />  3. Revisión de Código de Trabajo Panameño",1.00,200.00,,1,0.00,NULL
432,81,invoice,"Honorarios Legales","1. Revisión de contrato de trabajo a término indefinido entre la empresa LEAL COLOMBIA, S.A.S. y GABRIELA LORENA GONZALEZ CAVACCHIOLI <br />  2. Consulta sobre materia laboral en la Repúlica de Panamá",1.00,200.00,,1,0.00,NULL
433,60,estimate,HONORARIOS,"Honorarios por Constitución de Sociedad Anónima PACIFIC SPACES, INC.",1.00,700.00,,1,0.00,NULL
434,60,estimate,"TASA ÚNICA","Pago de Primera Tasa única de PACIFIC SPACES, INC.",1.00,300.00,,2,0.00,NULL
435,60,estimate,"GASTOS NOTARIALES","Cierre de Escritura Pública contentiva de PACIFIC SPACES, INC.",1.00,72.00,,3,0.00,NULL
436,60,estimate,TIMBRES,"Franqueo de Escritura Pública contentiva de PACIFIC SPACES, INC.",1.00,48.00,,4,0.00,NULL
437,60,estimate,"GASTOS ADMINISTRATIVOS",,1.00,20.00,,5,0.00,NULL
438,60,estimate,"DERECHOS DE REGISTRO PÚBLICO","Gastos por Inscripción de Escritura Pública PACIFIC SPACES, INC.",1.00,60.00,,6,0.00,NULL
439,61,estimate,HONORARIOS,"Elaboración, Modificación y Asesoramiento en Contrato de Promesa de Compraventa de la Finca inscrita al Folio No. 96239 / P.H. PACIFIC VILLAGE",1.00,500.00,,1,0.00,NULL
440,62,estimate,"Honorarios Legales","Solicitud de Exoneración de Impuesto de Inmueble sobre mejoras de la Finca No. 481625 propiedad de Opazo, Corp. ante la Dirección General de Ingresos de la Regional de Penonomé, Coclé.",1.00,650.00,,1,0.00,NULL
441,62,estimate,Copias,,1.00,5.50,,2,0.00,NULL
442,62,estimate,Notaria,"Gasto por Autenticación de Documentos",1.00,15.00,,3,0.00,NULL
443,62,estimate,"Registro Público","Gasto por solicitud de certificado de la sociedad OPAZO, CORP.",1.00,30.00,,4,0.00,NULL
444,62,estimate,"Registro Público","Gasto por solicitud de certificado de la Finca No. 481625, propiedad de Opazo Corp.",1.00,40.00,,5,0.00,NULL
445,62,estimate,"Gastos Administrativos","Viáticos en concepto de presentar solicitud ante la Dirección General de Ingresos de Penonomé",1.00,125.00,,6,0.00,NULL
446,82,invoice,"Honorarios Legales","Solicitud de Exoneración de Impuesto de Inmueble sobre mejoras de la Finca No. 481625 propiedad de Opazo, Corp. ante la Dirección General de Ingresos de la Regional de Penonomé, Coclé.",1.00,650.00,,1,0.00,NULL
447,82,invoice,Copias,,1.00,5.50,,2,0.00,NULL
448,82,invoice,Notaria,"Gasto por Autenticación de Documentos",1.00,15.00,,3,0.00,NULL
449,82,invoice,"Registro Público","1. Gasto por solicitud de certificado de la sociedad OPAZO, CORP.<br />  2. Gasto por solicitud de certificado de la Finca No. 481625, propiedad de Opazo Corp.",2.00,40.00,,4,0.00,NULL
451,82,invoice,"Gastos Administrativos","Viáticos en concepto de presentar solicitud ante la Dirección General de Ingresos de Penonomé",1.00,125.00,,5,0.00,NULL
452,83,invoice,Copias,,1.00,5.50,,1,0.00,NULL
453,83,invoice,"Honorarios Profesionales","LETRA 2/3 CORRESPONDIENTE A LOS HONORARIOS PACTADOS CONTRA AUTO DE EMBARGO EN PROCESO EJECUTIVO HIPOCETARIO DE BIEN INMUEBLE EN CONTRA DE CONSTRUCCIONES Y MANTENIMIENTOS CAMIT, S.A., y otros.",1.00,2534.21,,2,0.00,NULL
454,60,invoice,Copias,,1.00,7.70,,6,0.00,NULL
458,84,invoice,Gastos,"Designación de Defensor de Ausente al Licenciado Giancarlos Batista",1.00,500.00,,1,0.00,NULL
459,84,invoice,Notaria,"Autenticación de Poder",1.00,6.00,,2,0.00,NULL
460,84,invoice,"Pagos a Terceros","Publicación en la Estrella de Panamá por Edicto Emplazatorio",1.00,21.88,,3,0.00,NULL
461,85,invoice,HONORARIOS,"Honorarios por Constitución de Sociedad Anónima PACIFIC SPACES, INC.",1.00,700.00,,1,0.00,NULL
462,85,invoice,"TASA ÚNICA","Pago de Primera Tasa única de PACIFIC SPACES, INC.",1.00,300.00,,2,0.00,NULL
463,85,invoice,"GASTOS NOTARIALES","Cierre de Escritura Pública contentiva de PACIFIC SPACES, INC.",1.00,72.00,,3,0.00,NULL
